,station,date,param_unit,val,depth,location,agency
14288,VC.4.9,3/21/91,Water Temperature_deg C,9,1,oaks,Vector control
14289,VC.4.9,3/21/91,Water Temperature_deg C,9,2,oaks,Vector control
14290,VC.4.9,3/21/91,Water Temperature_deg C,9,3,oaks,Vector control
14291,VC.4.9,3/21/91,Water Temperature_deg C,8.5,4,oaks,Vector control
14292,VC.4.9,3/21/91,Water Temperature_deg C,8.5,5,oaks,Vector control
14293,VC.4.9,3/21/91,Water Temperature_deg C,8.5,6,oaks,Vector control
14294,VC.4.9,3/21/91,Water Temperature_deg C,8.5,7,oaks,Vector control
14295,VC.4.9,3/21/91,Water Temperature_deg C,8.5,8,oaks,Vector control
14296,VC.4.9,3/21/91,Water Temperature_deg C,8.5,9,oaks,Vector control
14297,VC.4.9,3/21/91,Water Temperature_deg C,8.5,10,oaks,Vector control
14298,VC.4.9,3/21/91,Water Temperature_deg C,8.5,11,oaks,Vector control
14299,VC.4.9,3/21/91,Water Temperature_deg C,8.5,12,oaks,Vector control
14300,VC.4.9,3/21/91,Water Temperature_deg C,8.5,13,oaks,Vector control
14301,VC.5.13,3/21/91,Water Temperature_deg C,9,0,lower,Vector control
14302,VC.5.13,3/21/91,Water Temperature_deg C,9,1,lower,Vector control
14303,VC.5.13,3/21/91,Water Temperature_deg C,9,2,lower,Vector control
14304,VC.5.13,3/21/91,Water Temperature_deg C,9,3,lower,Vector control
14305,VC.5.13,3/21/91,Water Temperature_deg C,9,4,lower,Vector control
14306,VC.5.13,3/21/91,Water Temperature_deg C,9,5,lower,Vector control
14307,VC.5.13,3/21/91,Water Temperature_deg C,8.5,6,lower,Vector control
14308,VC.5.13,3/21/91,Water Temperature_deg C,8.5,7,lower,Vector control
14309,VC.5.13,3/21/91,Water Temperature_deg C,8.5,8,lower,Vector control
14310,VC.5.13,3/21/91,Water Temperature_deg C,8.5,9,lower,Vector control
14311,VC.5.13,3/21/91,Water Temperature_deg C,8.5,10,lower,Vector control
14312,VC.5.13,3/21/91,Water Temperature_deg C,8.5,11,lower,Vector control
14313,VC.5.13,3/21/91,Water Temperature_deg C,8.5,12,lower,Vector control
14314,VC.5.13,3/21/91,Water Temperature_deg C,8.5,13,lower,Vector control
14315,VC.5.13,3/21/91,Water Temperature_deg C,8.5,14,lower,Vector control
14316,VC.5.13,3/21/91,Water Temperature_deg C,8.5,14.5,lower,Vector control
657,CLEAR LK 15-UP ARM CL-1,3/27/91,Water Temperature_deg C,7.7,0,upper,DWR
2369,CLEAR LK LO ARM CL3,3/27/91,Water Temperature_deg C,7.8,0,lower,DWR
14317,VC.3.5,4/5/91,Water Temperature_deg C,12,0,upper,Vector control
14318,VC.3.5,4/5/91,Water Temperature_deg C,12,1,upper,Vector control
14319,VC.3.5,4/5/91,Water Temperature_deg C,12,2,upper,Vector control
14320,VC.3.5,4/5/91,Water Temperature_deg C,11.5,3,upper,Vector control
14321,VC.3.5,4/5/91,Water Temperature_deg C,11,4,upper,Vector control
14322,VC.3.5,4/5/91,Water Temperature_deg C,10,5,upper,Vector control
14323,VC.4.9,4/22/91,Water Temperature_deg C,13,0,oaks,Vector control
14324,VC.4.9,4/22/91,Water Temperature_deg C,13,1,oaks,Vector control
14325,VC.4.9,4/22/91,Water Temperature_deg C,13,2,oaks,Vector control
14326,VC.4.9,4/22/91,Water Temperature_deg C,12.5,3,oaks,Vector control
14327,VC.4.9,4/22/91,Water Temperature_deg C,12.5,4,oaks,Vector control
14328,VC.4.9,4/22/91,Water Temperature_deg C,12.5,5,oaks,Vector control
14329,VC.4.9,4/22/91,Water Temperature_deg C,12.5,6,oaks,Vector control
14330,VC.4.9,4/22/91,Water Temperature_deg C,12,7,oaks,Vector control
14331,VC.4.9,4/22/91,Water Temperature_deg C,12,8,oaks,Vector control
14332,VC.4.9,4/22/91,Water Temperature_deg C,12,9,oaks,Vector control
14333,VC.4.9,4/22/91,Water Temperature_deg C,12,10,oaks,Vector control
14334,VC.4.9,4/22/91,Water Temperature_deg C,12,11,oaks,Vector control
14335,VC.4.9,4/22/91,Water Temperature_deg C,12,12,oaks,Vector control
14336,VC.4.9,4/22/91,Water Temperature_deg C,12,13,oaks,Vector control
14337,VC.5.13,4/22/91,Water Temperature_deg C,14,0,lower,Vector control
14338,VC.5.13,4/22/91,Water Temperature_deg C,13.5,1,lower,Vector control
14339,VC.5.13,4/22/91,Water Temperature_deg C,13,2,lower,Vector control
14340,VC.5.13,4/22/91,Water Temperature_deg C,13,3,lower,Vector control
14341,VC.5.13,4/22/91,Water Temperature_deg C,12.5,4,lower,Vector control
14342,VC.5.13,4/22/91,Water Temperature_deg C,12.5,5,lower,Vector control
14343,VC.5.13,4/22/91,Water Temperature_deg C,12.5,6,lower,Vector control
14344,VC.5.13,4/22/91,Water Temperature_deg C,12.5,7,lower,Vector control
14345,VC.5.13,4/22/91,Water Temperature_deg C,12.5,8,lower,Vector control
14346,VC.5.13,4/22/91,Water Temperature_deg C,12.5,9,lower,Vector control
14347,VC.5.13,4/22/91,Water Temperature_deg C,12.5,10,lower,Vector control
14348,VC.5.13,4/22/91,Water Temperature_deg C,12.5,11,lower,Vector control
14349,VC.5.13,4/22/91,Water Temperature_deg C,12.5,12,lower,Vector control
14350,VC.5.13,4/22/91,Water Temperature_deg C,12.5,13,lower,Vector control
14351,VC.5.13,4/22/91,Water Temperature_deg C,12.5,14,lower,Vector control
14352,VC.5.13,4/22/91,Water Temperature_deg C,12,15,lower,Vector control
658,CLEAR LK 15-UP ARM CL-1,5/3/91,Water Temperature_deg C,10.8,5.5,upper,DWR
659,CLEAR LK 15-UP ARM CL-1,5/3/91,Water Temperature_deg C,10.8,0,upper,DWR
1509,CLEAR LK 23 OAKS ARM CL4,5/3/91,Water Temperature_deg C,12,0,oaks,DWR
1510,CLEAR LK 23 OAKS ARM CL4,5/3/91,Water Temperature_deg C,10.9,11.9,oaks,DWR
2370,CLEAR LK LO ARM CL3,5/3/91,Water Temperature_deg C,12.1,9.4,lower,DWR
2371,CLEAR LK LO ARM CL3,5/3/91,Water Temperature_deg C,13.6,0,lower,DWR
14353,VC.3.5,5/20/91,Water Temperature_deg C,18,0,upper,Vector control
14354,VC.3.5,5/20/91,Water Temperature_deg C,15,1,upper,Vector control
14355,VC.3.5,5/20/91,Water Temperature_deg C,15,2,upper,Vector control
14356,VC.3.5,5/20/91,Water Temperature_deg C,14.5,3,upper,Vector control
14357,VC.3.5,5/20/91,Water Temperature_deg C,14.5,4,upper,Vector control
14358,VC.3.5,5/20/91,Water Temperature_deg C,14.5,4.5,upper,Vector control
14359,VC.5.13,5/29/91,Water Temperature_deg C,17,0,lower,Vector control
14360,VC.5.13,5/29/91,Water Temperature_deg C,17,1,lower,Vector control
14361,VC.5.13,5/29/91,Water Temperature_deg C,17,2,lower,Vector control
14362,VC.5.13,5/29/91,Water Temperature_deg C,17,3,lower,Vector control
14363,VC.5.13,5/29/91,Water Temperature_deg C,17,4,lower,Vector control
14364,VC.5.13,5/29/91,Water Temperature_deg C,17,5,lower,Vector control
14365,VC.5.13,5/29/91,Water Temperature_deg C,17,6,lower,Vector control
14366,VC.5.13,5/29/91,Water Temperature_deg C,17,7,lower,Vector control
14367,VC.5.13,5/29/91,Water Temperature_deg C,17,8,lower,Vector control
14368,VC.5.13,5/29/91,Water Temperature_deg C,17,9,lower,Vector control
14369,VC.5.13,5/29/91,Water Temperature_deg C,17,10,lower,Vector control
14370,VC.5.13,5/29/91,Water Temperature_deg C,16.5,11,lower,Vector control
14371,VC.5.13,5/29/91,Water Temperature_deg C,16.5,12,lower,Vector control
14372,VC.5.13,5/29/91,Water Temperature_deg C,16.5,13,lower,Vector control
14373,VC.5.13,5/29/91,Water Temperature_deg C,16.5,14,lower,Vector control
14374,VC.5.13,5/29/91,Water Temperature_deg C,16.5,15,lower,Vector control
14375,VC.4.9,5/31/91,Water Temperature_deg C,16.5,0,oaks,Vector control
14376,VC.4.9,5/31/91,Water Temperature_deg C,16.5,1,oaks,Vector control
14377,VC.4.9,5/31/91,Water Temperature_deg C,16.5,2,oaks,Vector control
14378,VC.4.9,5/31/91,Water Temperature_deg C,16.5,3,oaks,Vector control
14379,VC.4.9,5/31/91,Water Temperature_deg C,16.5,4,oaks,Vector control
14380,VC.4.9,5/31/91,Water Temperature_deg C,16.5,5,oaks,Vector control
14381,VC.4.9,5/31/91,Water Temperature_deg C,16.5,6,oaks,Vector control
14382,VC.4.9,5/31/91,Water Temperature_deg C,16.5,7,oaks,Vector control
14383,VC.4.9,5/31/91,Water Temperature_deg C,16.5,8,oaks,Vector control
14384,VC.4.9,5/31/91,Water Temperature_deg C,16.5,9,oaks,Vector control
14385,VC.4.9,5/31/91,Water Temperature_deg C,16.5,10,oaks,Vector control
14386,VC.4.9,5/31/91,Water Temperature_deg C,16.5,11,oaks,Vector control
14387,VC.4.9,5/31/91,Water Temperature_deg C,16.5,12,oaks,Vector control
14388,VC.4.9,5/31/91,Water Temperature_deg C,16.5,13,oaks,Vector control
14389,VC.3.5,6/21/91,Water Temperature_deg C,21,0,upper,Vector control
14390,VC.3.5,6/21/91,Water Temperature_deg C,20.5,1,upper,Vector control
14391,VC.3.5,6/21/91,Water Temperature_deg C,20.5,2,upper,Vector control
14392,VC.3.5,6/21/91,Water Temperature_deg C,20.5,3,upper,Vector control
14393,VC.3.5,6/21/91,Water Temperature_deg C,20,4,upper,Vector control
14394,VC.4.9,6/26/91,Water Temperature_deg C,19,0,oaks,Vector control
14395,VC.4.9,6/26/91,Water Temperature_deg C,19,1,oaks,Vector control
14396,VC.4.9,6/26/91,Water Temperature_deg C,19,2,oaks,Vector control
14397,VC.4.9,6/26/91,Water Temperature_deg C,19,3,oaks,Vector control
14398,VC.4.9,6/26/91,Water Temperature_deg C,19,4,oaks,Vector control
14399,VC.4.9,6/26/91,Water Temperature_deg C,19,5,oaks,Vector control
14400,VC.4.9,6/26/91,Water Temperature_deg C,19,6,oaks,Vector control
14401,VC.4.9,6/26/91,Water Temperature_deg C,19,7,oaks,Vector control
14402,VC.4.9,6/26/91,Water Temperature_deg C,19,8,oaks,Vector control
14403,VC.4.9,6/26/91,Water Temperature_deg C,19,9,oaks,Vector control
14404,VC.4.9,6/26/91,Water Temperature_deg C,19,10,oaks,Vector control
14405,VC.4.9,6/26/91,Water Temperature_deg C,19,11,oaks,Vector control
14406,VC.4.9,6/26/91,Water Temperature_deg C,19,12,oaks,Vector control
14407,VC.4.9,6/26/91,Water Temperature_deg C,19,13,oaks,Vector control
14408,VC.5.13,6/26/91,Water Temperature_deg C,20,0,lower,Vector control
14409,VC.5.13,6/26/91,Water Temperature_deg C,20,1,lower,Vector control
14410,VC.5.13,6/26/91,Water Temperature_deg C,20,2,lower,Vector control
14411,VC.5.13,6/26/91,Water Temperature_deg C,20,3,lower,Vector control
14412,VC.5.13,6/26/91,Water Temperature_deg C,20,4,lower,Vector control
14413,VC.5.13,6/26/91,Water Temperature_deg C,19.5,5,lower,Vector control
14414,VC.5.13,6/26/91,Water Temperature_deg C,19.5,6,lower,Vector control
14415,VC.5.13,6/26/91,Water Temperature_deg C,19.5,7,lower,Vector control
14416,VC.5.13,6/26/91,Water Temperature_deg C,19.5,8,lower,Vector control
14417,VC.5.13,6/26/91,Water Temperature_deg C,19.5,9,lower,Vector control
14418,VC.5.13,6/26/91,Water Temperature_deg C,19.5,10,lower,Vector control
14419,VC.5.13,6/26/91,Water Temperature_deg C,19.5,11,lower,Vector control
14420,VC.5.13,6/26/91,Water Temperature_deg C,19.5,12,lower,Vector control
14421,VC.5.13,6/26/91,Water Temperature_deg C,19.5,13,lower,Vector control
14422,VC.5.13,6/26/91,Water Temperature_deg C,19,14,lower,Vector control
14423,VC.5.13,6/26/91,Water Temperature_deg C,19,15,lower,Vector control
14424,VC.3.5,7/5/91,Water Temperature_deg C,26,0,upper,Vector control
14425,VC.3.5,7/5/91,Water Temperature_deg C,25,1,upper,Vector control
14426,VC.3.5,7/5/91,Water Temperature_deg C,22.5,2,upper,Vector control
14427,VC.3.5,7/5/91,Water Temperature_deg C,21.5,3,upper,Vector control
14428,VC.3.5,7/5/91,Water Temperature_deg C,21,4,upper,Vector control
14429,VC.3.5,7/5/91,Water Temperature_deg C,20.5,5,upper,Vector control
14430,VC.4.9,7/31/91,Water Temperature_deg C,25.5,0,oaks,Vector control
14431,VC.4.9,7/31/91,Water Temperature_deg C,25.5,1,oaks,Vector control
14432,VC.4.9,7/31/91,Water Temperature_deg C,25.5,2,oaks,Vector control
14433,VC.4.9,7/31/91,Water Temperature_deg C,25.5,3,oaks,Vector control
14434,VC.4.9,7/31/91,Water Temperature_deg C,25.5,4,oaks,Vector control
14435,VC.4.9,7/31/91,Water Temperature_deg C,25.5,5,oaks,Vector control
14436,VC.4.9,7/31/91,Water Temperature_deg C,25.5,6,oaks,Vector control
14437,VC.4.9,7/31/91,Water Temperature_deg C,25.5,7,oaks,Vector control
14438,VC.4.9,7/31/91,Water Temperature_deg C,25.5,8,oaks,Vector control
14439,VC.4.9,7/31/91,Water Temperature_deg C,25,9,oaks,Vector control
14440,VC.4.9,7/31/91,Water Temperature_deg C,25,10,oaks,Vector control
14441,VC.4.9,7/31/91,Water Temperature_deg C,23.5,11,oaks,Vector control
14442,VC.4.9,7/31/91,Water Temperature_deg C,23.5,12,oaks,Vector control
14443,VC.4.9,7/31/91,Water Temperature_deg C,23,13,oaks,Vector control
14444,VC.5.13,7/31/91,Water Temperature_deg C,26.5,0,lower,Vector control
14445,VC.5.13,7/31/91,Water Temperature_deg C,26.5,1,lower,Vector control
14446,VC.5.13,7/31/91,Water Temperature_deg C,26,2,lower,Vector control
14447,VC.5.13,7/31/91,Water Temperature_deg C,25.5,3,lower,Vector control
14448,VC.5.13,7/31/91,Water Temperature_deg C,25.5,4,lower,Vector control
14449,VC.5.13,7/31/91,Water Temperature_deg C,25,5,lower,Vector control
14450,VC.5.13,7/31/91,Water Temperature_deg C,25,6,lower,Vector control
14451,VC.5.13,7/31/91,Water Temperature_deg C,24.5,7,lower,Vector control
14452,VC.5.13,7/31/91,Water Temperature_deg C,24.5,8,lower,Vector control
14453,VC.5.13,7/31/91,Water Temperature_deg C,24,9,lower,Vector control
14454,VC.5.13,7/31/91,Water Temperature_deg C,24,10,lower,Vector control
14455,VC.5.13,7/31/91,Water Temperature_deg C,24,11,lower,Vector control
14456,VC.5.13,7/31/91,Water Temperature_deg C,23.5,12,lower,Vector control
14457,VC.5.13,7/31/91,Water Temperature_deg C,23,13,lower,Vector control
14458,VC.5.13,7/31/91,Water Temperature_deg C,23,14,lower,Vector control
14459,VC.5.13,7/31/91,Water Temperature_deg C,23,14.5,lower,Vector control
14460,VC.3.5,8/12/91,Water Temperature_deg C,25.5,0,upper,Vector control
14461,VC.3.5,8/12/91,Water Temperature_deg C,25,1,upper,Vector control
14462,VC.3.5,8/12/91,Water Temperature_deg C,25,2,upper,Vector control
14463,VC.3.5,8/12/91,Water Temperature_deg C,24.5,3,upper,Vector control
14464,VC.3.5,8/12/91,Water Temperature_deg C,24.5,4,upper,Vector control
14465,VC.4.9,8/27/91,Water Temperature_deg C,23,0,oaks,Vector control
14466,VC.4.9,8/27/91,Water Temperature_deg C,23,1,oaks,Vector control
14467,VC.4.9,8/27/91,Water Temperature_deg C,23,2,oaks,Vector control
14468,VC.4.9,8/27/91,Water Temperature_deg C,23,3,oaks,Vector control
14469,VC.4.9,8/27/91,Water Temperature_deg C,23,4,oaks,Vector control
14470,VC.4.9,8/27/91,Water Temperature_deg C,23,5,oaks,Vector control
14471,VC.4.9,8/27/91,Water Temperature_deg C,23,6,oaks,Vector control
14472,VC.4.9,8/27/91,Water Temperature_deg C,23,7,oaks,Vector control
14473,VC.4.9,8/27/91,Water Temperature_deg C,23,8,oaks,Vector control
14474,VC.4.9,8/27/91,Water Temperature_deg C,23,9,oaks,Vector control
14475,VC.4.9,8/27/91,Water Temperature_deg C,23,10,oaks,Vector control
14476,VC.4.9,8/27/91,Water Temperature_deg C,23,11,oaks,Vector control
14477,VC.4.9,8/27/91,Water Temperature_deg C,23,12,oaks,Vector control
14478,VC.4.9,8/27/91,Water Temperature_deg C,23,12.5,oaks,Vector control
14479,VC.5.13,8/27/91,Water Temperature_deg C,23.5,0,lower,Vector control
14480,VC.5.13,8/27/91,Water Temperature_deg C,23,1,lower,Vector control
14481,VC.5.13,8/27/91,Water Temperature_deg C,23,2,lower,Vector control
14482,VC.5.13,8/27/91,Water Temperature_deg C,23,3,lower,Vector control
14483,VC.5.13,8/27/91,Water Temperature_deg C,23,4,lower,Vector control
14484,VC.5.13,8/27/91,Water Temperature_deg C,23,5,lower,Vector control
14485,VC.5.13,8/27/91,Water Temperature_deg C,23,6,lower,Vector control
14486,VC.5.13,8/27/91,Water Temperature_deg C,23,7,lower,Vector control
14487,VC.5.13,8/27/91,Water Temperature_deg C,23,8,lower,Vector control
14488,VC.5.13,8/27/91,Water Temperature_deg C,23,9,lower,Vector control
14489,VC.5.13,8/27/91,Water Temperature_deg C,23,10,lower,Vector control
14490,VC.5.13,8/27/91,Water Temperature_deg C,23,11,lower,Vector control
14491,VC.5.13,8/27/91,Water Temperature_deg C,23,12,lower,Vector control
14492,VC.5.13,8/27/91,Water Temperature_deg C,23,13,lower,Vector control
14493,VC.5.13,8/27/91,Water Temperature_deg C,22.5,14,lower,Vector control
14494,VC.3.5,9/13/91,Water Temperature_deg C,23.5,0,upper,Vector control
14495,VC.3.5,9/13/91,Water Temperature_deg C,23,1,upper,Vector control
14496,VC.3.5,9/13/91,Water Temperature_deg C,22.5,2,upper,Vector control
14497,VC.3.5,9/13/91,Water Temperature_deg C,22.5,3,upper,Vector control
14498,VC.3.5,9/13/91,Water Temperature_deg C,22,4,upper,Vector control
14499,VC.4.9,9/24/91,Water Temperature_deg C,22.5,0,oaks,Vector control
14500,VC.4.9,9/24/91,Water Temperature_deg C,22.5,1,oaks,Vector control
14501,VC.4.9,9/24/91,Water Temperature_deg C,22.5,2,oaks,Vector control
14502,VC.4.9,9/24/91,Water Temperature_deg C,22.5,3,oaks,Vector control
14503,VC.4.9,9/24/91,Water Temperature_deg C,22.5,4,oaks,Vector control
14504,VC.4.9,9/24/91,Water Temperature_deg C,22.5,5,oaks,Vector control
14505,VC.4.9,9/24/91,Water Temperature_deg C,22.5,6,oaks,Vector control
14506,VC.4.9,9/24/91,Water Temperature_deg C,22.5,7,oaks,Vector control
14507,VC.4.9,9/24/91,Water Temperature_deg C,22,8,oaks,Vector control
14508,VC.4.9,9/24/91,Water Temperature_deg C,22,9,oaks,Vector control
14509,VC.4.9,9/24/91,Water Temperature_deg C,22,10,oaks,Vector control
14510,VC.4.9,9/24/91,Water Temperature_deg C,22,11,oaks,Vector control
14511,VC.4.9,9/24/91,Water Temperature_deg C,21.5,12,oaks,Vector control
14512,VC.4.9,9/24/91,Water Temperature_deg C,21.5,12.5,oaks,Vector control
14513,VC.5.13,9/24/91,Water Temperature_deg C,10,0,lower,Vector control
14514,VC.3.5,10/11/91,Water Temperature_deg C,22,0,upper,Vector control
14515,VC.3.5,10/11/91,Water Temperature_deg C,22,1,upper,Vector control
14516,VC.3.5,10/11/91,Water Temperature_deg C,21.5,2,upper,Vector control
14517,VC.3.5,10/11/91,Water Temperature_deg C,21.5,3,upper,Vector control
14518,VC.3.5,10/11/91,Water Temperature_deg C,21,4,upper,Vector control
14519,VC.4.9,10/15/91,Water Temperature_deg C,22.5,0,oaks,Vector control
14520,VC.4.9,10/15/91,Water Temperature_deg C,22.5,1,oaks,Vector control
14521,VC.4.9,10/15/91,Water Temperature_deg C,21.5,2,oaks,Vector control
14522,VC.4.9,10/15/91,Water Temperature_deg C,21.5,3,oaks,Vector control
14523,VC.4.9,10/15/91,Water Temperature_deg C,21,4,oaks,Vector control
14524,VC.4.9,10/15/91,Water Temperature_deg C,21,5,oaks,Vector control
14525,VC.4.9,10/15/91,Water Temperature_deg C,21,6,oaks,Vector control
14526,VC.4.9,10/15/91,Water Temperature_deg C,21,7,oaks,Vector control
14527,VC.4.9,10/15/91,Water Temperature_deg C,21,8,oaks,Vector control
14528,VC.4.9,10/15/91,Water Temperature_deg C,21,9,oaks,Vector control
14529,VC.4.9,10/15/91,Water Temperature_deg C,21,10,oaks,Vector control
14530,VC.4.9,10/15/91,Water Temperature_deg C,21,11,oaks,Vector control
14531,VC.4.9,10/15/91,Water Temperature_deg C,21,12,oaks,Vector control
14532,VC.4.9,10/15/91,Water Temperature_deg C,21,13,oaks,Vector control
14533,VC.5.13,10/15/91,Water Temperature_deg C,22.5,0,lower,Vector control
14534,VC.5.13,10/15/91,Water Temperature_deg C,22.5,1,lower,Vector control
14535,VC.5.13,10/15/91,Water Temperature_deg C,22,2,lower,Vector control
14536,VC.5.13,10/15/91,Water Temperature_deg C,21.5,3,lower,Vector control
14537,VC.5.13,10/15/91,Water Temperature_deg C,21.5,4,lower,Vector control
14538,VC.5.13,10/15/91,Water Temperature_deg C,21.5,5,lower,Vector control
14539,VC.5.13,10/15/91,Water Temperature_deg C,21.5,6,lower,Vector control
14540,VC.5.13,10/15/91,Water Temperature_deg C,21.5,7,lower,Vector control
14541,VC.5.13,10/15/91,Water Temperature_deg C,21.5,8,lower,Vector control
14542,VC.5.13,10/15/91,Water Temperature_deg C,21.5,9,lower,Vector control
14543,VC.5.13,10/15/91,Water Temperature_deg C,21.5,10,lower,Vector control
14544,VC.5.13,10/15/91,Water Temperature_deg C,21.5,11,lower,Vector control
14545,VC.5.13,10/15/91,Water Temperature_deg C,21.5,12,lower,Vector control
14546,VC.5.13,10/15/91,Water Temperature_deg C,21.5,13,lower,Vector control
14547,VC.5.13,10/15/91,Water Temperature_deg C,21,14,lower,Vector control
14548,VC.4.9,11/4/91,Water Temperature_deg C,15,0,oaks,Vector control
14549,VC.4.9,11/4/91,Water Temperature_deg C,15,1,oaks,Vector control
14550,VC.4.9,11/4/91,Water Temperature_deg C,14.5,2,oaks,Vector control
14551,VC.4.9,11/4/91,Water Temperature_deg C,14.5,3,oaks,Vector control
14552,VC.4.9,11/4/91,Water Temperature_deg C,14.5,4,oaks,Vector control
14553,VC.4.9,11/4/91,Water Temperature_deg C,14.5,5,oaks,Vector control
14554,VC.4.9,11/4/91,Water Temperature_deg C,14.5,6,oaks,Vector control
14555,VC.4.9,11/4/91,Water Temperature_deg C,14.5,7,oaks,Vector control
14556,VC.4.9,11/4/91,Water Temperature_deg C,14.5,8,oaks,Vector control
14557,VC.4.9,11/4/91,Water Temperature_deg C,14.5,9,oaks,Vector control
14558,VC.4.9,11/4/91,Water Temperature_deg C,14.5,10,oaks,Vector control
14559,VC.4.9,11/4/91,Water Temperature_deg C,14.5,11,oaks,Vector control
14560,VC.4.9,11/4/91,Water Temperature_deg C,14.5,12,oaks,Vector control
14561,VC.4.9,11/4/91,Water Temperature_deg C,14.5,12.5,oaks,Vector control
14562,VC.5.13,11/4/91,Water Temperature_deg C,16,0,lower,Vector control
14563,VC.5.13,11/4/91,Water Temperature_deg C,15,1,lower,Vector control
14564,VC.5.13,11/4/91,Water Temperature_deg C,15,2,lower,Vector control
14565,VC.5.13,11/4/91,Water Temperature_deg C,14.5,3,lower,Vector control
14566,VC.5.13,11/4/91,Water Temperature_deg C,14.5,4,lower,Vector control
14567,VC.5.13,11/4/91,Water Temperature_deg C,14.5,5,lower,Vector control
14568,VC.5.13,11/4/91,Water Temperature_deg C,14.5,6,lower,Vector control
14569,VC.5.13,11/4/91,Water Temperature_deg C,14.5,7,lower,Vector control
